,token,CompLex_complexity,WCL_complexity,SemEval2016_complexity,BEA2018_News_binaryComplexity,BEA2018_News_probabilisticComplexity,BEA2018_WikiNews_binaryComplexity,BEA2018_WikiNews_probabilisticComplexity,BEA2018_Wikipedia_binaryComplexity,BEA2018_Wikipedia_probabilisticComplexity
110,inhabitants quake,0.2333333333333333,,,,,,,,
111,notable prisoner,0.2361111111111111,,,,,,,,
112,fierce wrath,0.2361111111111111,,,,,,,,
113,fierce wrath,0.3333333333333333,,,,,,,,
114,many things,0.2361111111111111,,,,,,,,
115,graceful deer,0.2361111111111111,,,,,,,,
116,fiery furnace,0.2368421052631579,,,,,,,,
117,fiery furnace,0.3249999999999999,,,,,,,,
118,drunken binges,0.2368421052631579,,,,,,,,
119,linen sash,0.25,,,,,,,,
120,bitter herbs,0.25,,,,,,,,
121,bitter herbs,0.3666666666666667,,,,,,,,
122,uncommon kindness,0.25,,,,,,,,
123,engraved images,0.25,,,,,,,,
124,engraved images,0.2666666666666667,,,,,,,,
125,engraved images,0.4166666666666666,,,,,,,,
126,engraved images,0.4166666666666666,,,,,,,,
127,troubled sea,0.25,,,,,,,,
128,wheat harvest,0.25,,,,,,,,
129,west border,0.25,,,,,,,,
130,former king,0.25,,,,,,,,
131,skilled craftsman,0.25,,,,,,,,
132,needy praise,0.25,,,,,,,,
133,skillful workmanship,0.25,,,,,,,,
134,swift cloud,0.25,,,,,,,,
135,barley harvest,0.25,,,,,,,,
136,barley harvest,0.2777777777777778,,,,,,,,
137,barley harvest,0.3333333333333333,,,,,,,,
138,taste death,0.25,,,,,,,,
139,displeased Jonah,0.25,,,,,,,,
140,wise son,0.2619047619047618,,,,,,,,
141,fatal wound,0.2619047619047618,,,,,,,,
142,yearly reminder,0.2619047619047618,,,,,,,,
143,armor bearer,0.2638888888888888,,,,,,,,
144,armor bearer,0.2894736842105263,,,,,,,,
145,armor bearer,0.35,,,,,,,,
146,armor bearer,0.3529411764705882,,,,,,,,
147,armor bearer,0.3611111111111111,,,,,,,,
148,cheerful feasts,0.2638888888888888,,,,,,,,
149,great king,0.2638888888888888,,,,,,,,
150,holy feast,0.2666666666666667,,,,,,,,
151,various kinds,0.2666666666666667,,,,,,,,
152,corrupt yourselves,0.2678571428571429,,,,,,,,
153,upright man,0.2678571428571429,,,,,,,,
154,diverse measures,0.2678571428571429,,,,,,,,
155,north side,0.2678571428571429,,,,,,,,
156,twisted thorns,0.2678571428571429,,,,,,,,
157,displeased Samuel,0.2738095238095238,,,,,,,,
158,third entry,0.275,,,,,,,,
159,olive branches,0.2833333333333333,,,,,,,,
160,bronze arrow,0.2833333333333333,,,,,,,,
161,engraved image,0.4499999999999999,,,,,,,,
162,displeased Yahweh,0.284090909090909,,,,,,,,
163,great warfare,0.2875,,,,,,,,
164,great shout,0.2916666666666666,,,,,,,,
165,Sabbath day,0.3,,,,,,,,
166,Sabbath day,0.3888888888888888,,,,,,,,
167,burnt offerings,0.3,,,,,,,,
168,burnt offerings,0.3571428571428571,,,,,,,,
169,burnt offerings,0.375,,,,,,,,
170,burnt offerings,0.3823529411764705,,,,,,,,
171,burnt offerings,0.4,,,,,,,,
172,sandal strap,0.3,,,,,,,,
173,sandal strap,0.4107142857142857,,,,,,,,
174,olive groves,0.3,,,,,,,,
175,olive groves,0.3166666666666666,,,,,,,,
176,alluring prostitute,0.3,,,,,,,,
177,desolate cities,0.3,,,,,,,,
178,many disciples,0.3035714285714286,,,,,,,,
179,expensive wood,0.3035714285714286,,,,,,,,
180,servant Joshua,0.3035714285714286,,,,,,,,
181,false dreams,0.3055555555555556,,,,,,,,
182,right side,0.3055555555555556,,,,,,,,
183,accurate weights,0.3055555555555556,,,,,,,,
184,mighty men,0.3055555555555556,,,,,,,,
185,mighty men,0.3382352941176471,,,,,,,,
186,wicked plots,0.3055555555555556,,,,,,,,
187,wicked plots,0.5,,,,,,,,
188,fiery serpents,0.3068181818181817,,,,,,,,
189,fiery serpents,0.4166666666666666,,,,,,,,
190,whitened tombs,0.3157894736842105,,,,,,,,
191,polished shaft,0.3166666666666666,,,,,,,,
192,harmful lusts,0.3166666666666666,,,,,,,,
193,great mourning,0.3166666666666666,,,,,,,,
194,almond blossoms,0.3194444444444444,,,,,,,,
195,good pasture,0.3194444444444444,,,,,,,,
196,upper court,0.3194444444444444,,,,,,,,
197,mute donkey,0.3214285714285714,,,,,,,,
198,devout Greeks,0.3214285714285714,,,,,,,,
199,second benefit,0.3214285714285714,,,,,,,,
200,one upright,0.3249999999999999,,,,,,,,
201,severe sicknesses,0.3249999999999999,,,,,,,,
202,embroidered garments,0.3249999999999999,,,,,,,,
203,embroidered garments,0.4464285714285714,,,,,,,,
204,outstretched necks,0.3249999999999999,,,,,,,,
205,bitter troubles,0.328125,,,,,,,,
206,forgiving iniquity,0.3289473684210526,,,,,,,,
207,forgiving iniquity,0.5666666666666667,,,,,,,,
208,strange incense,0.3333333333333333,,,,,,,,
209,unclean spirits,0.3333333333333333,,,,,,,,
210,unclean spirits,0.3928571428571429,,,,,,,,
211,unclean spirits,0.4583333333333333,,,,,,,,
212,mulberry trees,0.3333333333333333,,,,,,,,
213,Greeks repentance,0.3333333333333333,,,,,,,,
214,silken cushions,0.3333333333333333,,,,,,,,
215,frightful valleys,0.3333333333333333,,,,,,,,
216,gains poverty,0.3333333333333333,,,,,,,,
217,rocky reefs,0.3333333333333333,,,,,,,,
218,strange speech,0.3333333333333333,,,,,,,,
219,horned owl,0.3333333333333333,,,,,,,,
220,solemn assembly,0.3333333333333333,,,,,,,,
221,solemn assembly,0.3571428571428571,,,,,,,,
222,solemn assembly,0.5138888888888888,,,,,,,,
223,solemn assembly,0.55,,,,,,,,
224,solemn assembly,0.5694444444444444,,,,,,,,
225,other disciples,0.3375,,,,,,,,
226,outer garment,0.3375,,,,,,,,
227,synagogue ruler,0.3382352941176471,,,,,,,,
228,Moses command,0.3382352941176471,,,,,,,,
229,freewill offerings,0.3392857142857143,,,,,,,,
230,freewill offerings,0.4,,,,,,,,
231,freewill offerings,0.475,,,,,,,,
232,freewill offerings,0.4833333333333333,,,,,,,,
233,freewill offerings,0.5833333333333334,,,,,,,,
234,ripening grape,0.3409090909090909,,,,,,,,
235,swift serpent,0.3452380952380952,,,,,,,,
236,upper gate,0.3472222222222222,,,,,,,,
237,corrupt doings,0.35,,,,,,,,
238,royal seed,0.35,,,,,,,,
239,merciful deeds,0.35,,,,,,,,
240,everlasting dishonor,0.35,,,,,,,,
241,cobra venom,0.35,,,,,,,,
242,Israel dwelling,0.35,,,,,,,,
243,scarlet thread,0.35,,,,,,,,
244,scarlet thread,0.4,,,,,,,,
245,howling wilderness,0.35,,,,,,,,
246,crafty intent,0.35,,,,,,,,
247,perpetual desolation,0.3529411764705882,,,,,,,,
248,third row,0.3552631578947368,,,,,,,,
249,earthen vessel,0.3571428571428571,,,,,,,,
250,earthen vessel,0.4078947368421053,,,,,,,,
251,earthen vessel,0.4499999999999999,,,,,,,,
252,earthen vessel,0.4821428571428571,,,,,,,,
253,earthen vessel,0.6,,,,,,,,
254,golden oil,0.3571428571428571,,,,,,,,
255,dishonest gain,0.3571428571428571,,,,,,,,
256,yearly sacrifice,0.3611111111111111,,,,,,,,
257,Italian Regiment,0.3611111111111111,,,,,,,,
258,earthen vessels,0.3611111111111111,,,,,,,,
259,heavens parting,0.3611111111111111,,,,,,,,
260,anointing oil,0.3625,,,,,,,,
261,anointing oil,0.475,,,,,,,,
262,unripe figs,0.3666666666666667,,,,,,,,
263,unleavened bread,0.375,,,,,,,,
264,unleavened bread,0.5166666666666667,,,,,,,,
265,unleavened bread,0.55,,,,,,,,
266,everlasting contempt,0.375,,,,,,,,
267,third chariot,0.375,,,,,,,,
268,Saul king,0.375,,,,,,,,
269,gains wisdom,0.375,,,,,,,,
270,fearful expectation,0.375,,,,,,,,
271,insulting Yahweh,0.375,,,,,,,,
272,eternal judgment,0.375,,,,,,,,
273,twined linen,0.375,,,,,,,,
274,twined linen,0.4285714285714286,,,,,,,,
275,twined linen,0.4333333333333333,,,,,,,,
276,twined linen,0.5178571428571429,,,,,,,,
277,twined linen,0.5555555555555556,,,,,,,,
278,goodly cities,0.375,,,,,,,,
279,plentiful land,0.3823529411764705,,,,,,,,
280,eastern sea,0.3823529411764705,,,,,,,,
281,Pharaoh summons,0.3823529411764705,,,,,,,,
282,fortified cities,0.3833333333333333,,,,,,,,
283,prophets prophesy,0.3833333333333333,,,,,,,,
284,Hebrew alphabet,0.3833333333333333,,,,,,,,
285,spiritual gifts,0.3888888888888888,,,,,,,,
286,lawless deeds,0.3888888888888888,,,,,,,,
287,unleavened wafers,0.3888888888888888,,,,,,,,
288,unleavened wafers,0.3970588235294118,,,,,,,,
289,unleavened wafers,0.5,,,,,,,,
290,unleavened wafers,0.5833333333333334,,,,,,,,
291,unleavened wafers,0.6,,,,,,,,
292,captivity captive,0.4,,,,,,,,
293,floods overflow,0.4,,,,,,,,
294,dishonest scales,0.4,,,,,,,,
295,Faithful instruction,0.4,,,,,,,,
296,perpetual statute,0.4,,,,,,,,
297,perpetual statute,0.5714285714285714,,,,,,,,
298,outer court,0.4,,,,,,,,
299,desolate wilderness,0.4,,,,,,,,
300,desolate wilderness,0.425,,,,,,,,
301,outer covering,0.4027777777777778,,,,,,,,
302,Wicked fools,0.4027777777777778,,,,,,,,
303,utter judgments,0.4166666666666666,,,,,,,,
304,green herb,0.4166666666666666,,,,,,,,
305,resounding cymbals,0.4166666666666666,,,,,,,,
306,molten images,0.4204545454545454,,,,,,,,
307,earthly sanctuary,0.4210526315789473,,,,,,,,
308,godly seed,0.425,,,,,,,,
309,flattering titles,0.425,,,,,,,,
310,bronze oxen,0.425,,,,,,,,
311,valley gate,0.425,,,,,,,,
312,barren womb,0.4264705882352941,,,,,,,,
313,false prophet,0.4264705882352941,,,,,,,,
314,neck stiff,0.4285714285714286,,,,,,,,
315,deaf cobra,0.4285714285714286,,,,,,,,
316,green cords,0.4285714285714286,,,,,,,,
317,unleavened cakes,0.4285714285714286,,,,,,,,
318,unleavened cakes,0.5416666666666666,,,,,,,,
319,idle gluttons,0.4333333333333333,,,,,,,,
320,severe lamentation,0.4404761904761904,,,,,,,,
321,utter deceit,0.4411764705882353,,,,,,,,
322,polluted garment,0.4423076923076923,,,,,,,,
323,grasslands overflow,0.4444444444444444,,,,,,,,
324,goodly cedar,0.4444444444444444,,,,,,,,
325,gopher wood,0.4464285714285714,,,,,,,,
326,vats overflow,0.4464285714285714,,,,,,,,
327,everlasting statute,0.4499999999999999,,,,,,,,
328,fruitful vine,0.4499999999999999,,,,,,,,
329,eternal inheritance,0.4499999999999999,,,,,,,,
330,priestly division,0.4499999999999999,,,,,,,,
331,kneading trough,0.4499999999999999,,,,,,,,
332,deaf spirit,0.4499999999999999,,,,,,,,
333,Alexandria sailing,0.4499999999999999,,,,,,,,
334,godly sorrow,0.4499999999999999,,,,,,,,
335,tent cord,0.4499999999999999,,,,,,,,
336,Nebuchadnezzar king,0.4523809523809523,,,,,,,,
337,Nebuchadnezzar king,0.6,,,,,,,,
338,brotherly covenant,0.4583333333333333,,,,,,,,
339,myrtle branches,0.4642857142857143,,,,,,,,
340,unrighteous decrees,0.4722222222222222,,,,,,,,
341,goodly vessels,0.4722222222222222,,,,,,,,
342,grievous swarms,0.4736842105263158,,,,,,,,
343,partial hardening,0.475,,,,,,,,
344,fleshly commandment,0.4772727272727273,,,,,,,,
345,parched grain,0.4821428571428571,,,,,,,,
346,impudent prostitute,0.4821428571428571,,,,,,,,
347,unsettled twist,0.4833333333333333,,,,,,,,
348,royal pavilion,0.4833333333333333,,,,,,,,
349,Yahweh pardon,0.4833333333333333,,,,,,,,
350,sincere homage,0.4852941176470589,,,,,,,,
351,swift steeds,0.4861111111111111,,,,,,,,
352,righteous perishes,0.4861111111111111,,,,,,,,
353,near kinsman,0.4880952380952381,,,,,,,,
354,holy convocation,0.4880952380952381,,,,,,,,
355,righteous ordinances,0.4880952380952381,,,,,,,,
356,righteous ordinances,0.675,,,,,,,,
357,vain repetitions,0.5,,,,,,,,
358,perpetual incense,0.5,,,,,,,,
359,unshrunk cloth,0.5,,,,,,,,
360,elemental principles,0.5,,,,,,,,
361,unleavened wafer,0.5,,,,,,,,
362,lamps thereon,0.5,,,,,,,,
363,waist sackcloth,0.5,,,,,,,,
364,ruinous heaps,0.5,,,,,,,,
365,ruinous heaps,0.6388888888888888,,,,,,,,
366,deed dwell,0.5,,,,,,,,
367,rebellious dwell,0.5,,,,,,,,
368,eternal covenant,0.5,,,,,,,,
369,righteous servant,0.5,,,,,,,,
370,former dominion,0.5,,,,,,,,
371,hoof cloven,0.5125,,,,,,,,
372,hoof cloven,0.5833333333333334,,,,,,,,
373,small petition,0.5131578947368421,,,,,,,,
374,serpent underfoot,0.5131578947368421,,,,,,,,
375,innumerable evils,0.5138888888888888,,,,,,,,
376,perpetual wastes,0.5147058823529411,,,,,,,,
377,solemn assemblies,0.5166666666666667,,,,,,,,
378,bare heights,0.5166666666666667,,,,,,,,
379,grievous mourning,0.5166666666666667,,,,,,,,
380,altar hearth,0.5166666666666667,,,,,,,,
381,altar hearth,0.675,,,,,,,,
382,goodly vessel,0.5166666666666667,,,,,,,,
383,flattering divination,0.5178571428571429,,,,,,,,
384,degenerate branches,0.5178571428571429,,,,,,,,
385,perpetual ruins,0.5178571428571429,,,,,,,,
386,undressed vines,0.525,,,,,,,,
387,donkeys fodder,0.525,,,,,,,,
388,donkeys fodder,0.5833333333333334,,,,,,,,
389,captive exile,0.525,,,,,,,,
390,aromatic resin,0.525,,,,,,,,
391,profane mockers,0.5263157894736842,,,,,,,,
392,uncircumcised Philistines,0.5294117647058824,,,,,,,,
393,impute iniquity,0.5333333333333333,,,,,,,,
394,destructive heresies,0.5333333333333333,,,,,,,,
395,abominable filth,0.5333333333333333,,,,,,,,
396,brow brass,0.5333333333333333,,,,,,,,
397,canker worm,0.5357142857142857,,,,,,,,
398,canker worm,0.7777777777777777,,,,,,,,
399,second lot,0.5357142857142857,,,,,,,,
400,undefiled inheritance,0.5416666666666666,,,,,,,,
401,corruptible seed,0.5416666666666666,,,,,,,,
402,fleshly ordinances,0.5441176470588235,,,,,,,,
403,boasting void,0.55,,,,,,,,
404,vain talkers,0.55,,,,,,,,
405,mutters wickedness,0.5526315789473685,,,,,,,,
406,rash utterance,0.5535714285714286,,,,,,,,
407,righteousness reign,0.5555555555555556,,,,,,,,
408,pervert righteousness,0.5666666666666667,,,,,,,,
409,swift steed,0.5666666666666667,,,,,,,,
410,Canaanite dwells,0.5666666666666667,,,,,,,,
411,dainty morsels,0.5666666666666667,,,,,,,,
412,dainty morsels,0.5833333333333334,,,,,,,,
413,molten calf,0.5694444444444444,,,,,,,,
414,molten calf,0.625,,,,,,,,
415,abundant propriety,0.5714285714285714,,,,,,,,
416,desolate heritage,0.575,,,,,,,,
417,loathsome food,0.575,,,,,,,,
418,full reed,0.575,,,,,,,,
419,covenant overlaid,0.575,,,,,,,,
420,mute stone,0.5789473684210527,,,,,,,,
421,bitter lamentation,0.5833333333333334,,,,,,,,
422,liquid myrrh,0.5833333333333334,,,,,,,,
423,trespass offering,0.5972222222222222,,,,,,,,
424,itinerant Jews,0.6,,,,,,,,
425,treacherous Judah,0.6,,,,,,,,
426,Jeroboam king,0.6,,,,,,,,
427,contemplative psalm,0.6,,,,,,,,
428,threshing wheat,0.6,,,,,,,,
429,uncircumcised Philistine,0.6052631578947368,,,,,,,,
430,savory provender,0.625,,,,,,,,
431,Gentiles sacrifice,0.625,,,,,,,,
432,unclean abomination,0.625,,,,,,,,
433,Yahweh rebuke,0.6388888888888888,,,,,,,,
434,foregoing commandment,0.6388888888888888,,,,,,,,
435,oppressive decrees,0.6388888888888888,,,,,,,,
436,earthen pitchers,0.6428571428571429,,,,,,,,
437,threshing sledge,0.65,,,,,,,,
438,threshing instruments,0.65,,,,,,,,
439,uppermost bough,0.65,,,,,,,,
440,Gentiles repentance,0.65,,,,,,,,
441,Yahweh forevermore,0.6538461538461539,,,,,,,,
442,deceitful wages,0.6666666666666666,,,,,,,,
443,vain boasting,0.6666666666666666,,,,,,,,
444,incorruptible adornment,0.6666666666666666,,,,,,,,
445,darnel weeds,0.6666666666666666,,,,,,,,
446,anointed cherub,0.6666666666666666,,,,,,,,
447,poles thereon,0.7,,,,,,,,
448,incense thereon,0.7,,,,,,,,
449,perpetual ordinance,0.7236842105263158,,,,,,,,
450,endless genealogies,0.7361111111111112,,,,,,,,
451,perpetual enmity,0.75,,,,,,,,
452,similar values,0.0277777777777777,,,,,,,,
453,global studies,0.075,,,,,,,,
454,other factors,0.075,,,,,,,,
455,direct effects,0.0833333333333333,,,,,,,,
456,normal conditions,0.0999999999999999,,,,,,,,
457,weight gain,0.0999999999999999,,,,,,,,
458,present study,0.0999999999999999,,,,,,,,
459,large part,0.0999999999999999,,,,,,,,
460,large part,0.1111111111111111,,,,,,,,
461,recent study,0.0999999999999999,,,,,,,,
462,various experiments,0.0999999999999999,,,,,,,,
463,spinal cord,0.1111111111111111,,,,,,,,
464,spinal cord,0.2222222222222222,,,,,,,,
465,spinal cord,0.3055555555555556,,,,,,,,
466,Few studies,0.1111111111111111,,,,,,,,
467,major role,0.1323529411764705,,,,,,,,
468,low level,0.15,,,,,,,,
469,essential activities,0.15,,,,,,,,
470,Several studies,0.1617647058823529,,,,,,,,
471,motor function,0.175,,,,,,,,
472,life span,0.1764705882352941,,,,,,,,
473,necessary roles,0.1805555555555555,,,,,,,,
474,large number,0.1911764705882352,,,,,,,,
475,large number,0.2666666666666667,,,,,,,,
476,outer edge,0.1944444444444444,,,,,,,,
477,positive results,0.1964285714285714,,,,,,,,
478,few genes,0.1964285714285714,,,,,,,,
479,database search,0.2,,,,,,,,
480,wide range,0.2166666666666666,,,,,,,,
481,major contributor,0.2222222222222222,,,,,,,,
482,obvious explanation,0.2222222222222222,,,,,,,,
483,respiratory failure,0.2222222222222222,,,,,,,,
484,whole body,0.2236842105263157,,,,,,,,
485,hair follicle,0.2249999999999999,,,,,,,,
486,obese patients,0.2321428571428571,,,,,,,,
487,color imaging,0.2321428571428571,,,,,,,,
488,Human patients,0.2333333333333333,,,,,,,,
489,direct target,0.234375,,,,,,,,
490,key role,0.25,,,,,,,,
491,direct role,0.234375,,,,,,,,
492,body weight,0.2352941176470588,,,,,,,,
493,previous reports,0.2361111111111111,,,,,,,,
494,early changes,0.238095238095238,,,,,,,,
495,critical need,0.25,,,,,,,,
496,Past experiments,0.25,,,,,,,,
497,Preliminary data,0.25,,,,,,,,
498,early death,0.25,,,,,,,,
499,initial reports,0.25,,,,,,,,
500,diabetic patients,0.25,,,,,,,,
501,high level,0.25,,,,,,,,
502,mild tendency,0.2638888888888888,,,,,,,,
503,key requirement,0.2638888888888888,,,,,,,,
504,several groups,0.2638888888888888,,,,,,,,
505,unpublished data,0.2638888888888888,,,,,,,,
506,unpublished data,0.2894736842105263,,,,,,,,
507,several studies,0.2647058823529411,,,,,,,,
508,low frequency,0.2647058823529411,,,,,,,,
509,diverse set,0.2647058823529411,,,,,,,,
510,functional analysis,0.2666666666666667,,,,,,,,
511,target area,0.2666666666666667,,,,,,,,
512,sex determination,0.2666666666666667,,,,,,,,
513,sex determination,0.296875,,,,,,,,
514,movement disorder,0.275,,,,,,,,
515,frequent damage,0.2763157894736842,,,,,,,,
516,critical role,0.2763157894736842,,,,,,,,
517,important effects,0.2777777777777778,,,,,,,,
518,normal mice,0.2794117647058823,,,,,,,,
519,different strains,0.2794117647058823,,,,,,,,
520,many questions,0.2794117647058823,,,,,,,,
521,medium chain,0.2794117647058823,,,,,,,,
522,sexual reproduction,0.2794117647058823,,,,,,,,
523,high levels,0.28125,,,,,,,,
524,same mechanism,0.2833333333333333,,,,,,,,
525,same approach,0.2833333333333333,,,,,,,,
526,new information,0.2833333333333333,,,,,,,,
527,only means,0.2857142857142857,,,,,,,,
528,unscented sand,0.2875,,,,,,,,
529,specific locations,0.2894736842105263,,,,,,,,
530,embryonic development,0.2894736842105263,,,,,,,,
531,embryonic development,0.475,,,,,,,,
532,embryonic development,0.6,,,,,,,,
533,joint formation,0.2941176470588235,,,,,,,,
534,joint formation,0.4499999999999999,,,,,,,,
535,joint formation,0.4705882352941176,,,,,,,,
536,experimental design,0.2941176470588235,,,,,,,,
537,personal communication,0.296875,,,,,,,,
538,cocaine delivery,0.296875,,,,,,,,
539,curious findings,0.3,,,,,,,,
540,important approach,0.3,,,,,,,,
541,medical management,0.3,,,,,,,,
542,functional role,0.3,,,,,,,,
543,same region,0.3026315789473685,,,,,,,,
544,divergent pathways,0.3035714285714286,,,,,,,,
545,blood cell,0.3055555555555556,,,,,,,,
546,motor learning,0.3055555555555556,,,,,,,,
547,biological experiments,0.3088235294117647,,,,,,,,
548,time frame,0.3088235294117647,,,,,,,,
549,new method,0.3088235294117647,,,,,,,,
550,statistical analysis,0.3088235294117647,,,,,,,,
551,simple loss,0.3125,,,,,,,,
552,small proportion,0.3125,,,,,,,,
553,cell type,0.3166666666666666,,,,,,,,
554,nervous system,0.3166666666666666,,,,,,,,
555,nervous system,0.3333333333333333,,,,,,,,
556,regular levels,0.3166666666666666,,,,,,,,
557,disease risk,0.3194444444444444,,,,,,,,
558,immune system,0.3194444444444444,,,,,,,,
559,water intake,0.3194444444444444,,,,,,,,
560,specific odor,0.3214285714285714,,,,,,,,
561,human disease,0.3235294117647058,,,,,,,,
562,human disease,0.3382352941176471,,,,,,,,
563,data point,0.3249999999999999,,,,,,,,
564,cardiovascular diseases,0.3249999999999999,,,,,,,,
565,fat deposition,0.3249999999999999,,,,,,,,
566,distinct activities,0.3289473684210526,,,,,,,,
567,further insight,0.3333333333333333,,,,,,,,
568,powerful approach,0.3375,,,,,,,,
569,detailed studies,0.3382352941176471,,,,,,,,
570,final phase,0.3472222222222222,,,,,,,,
571,mouse model,0.35,,,,,,,,
572,preliminary studies,0.35,,,,,,,,
573,same purpose,0.35,,,,,,,,
574,cardiac problems,0.3529411764705882,,,,,,,,
575,normal controls,0.3529411764705882,,,,,,,,
576,extensive study,0.3529411764705882,,,,,,,,
577,cell shape,0.3552631578947368,,,,,,,,
578,time dependence,0.3571428571428571,,,,,,,,
579,intact site,0.3571428571428571,,,,,,,,
580,irreversible program,0.359375,,,,,,,,
581,normal metabolism,0.3611111111111111,,,,,,,,
582,strong expression,0.3611111111111111,,,,,,,,
